Country Name,Commercial service exports (current US$),Commercial service imports (current US$),"Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service imports)",Insurance and financial services (% of commercial service imports),Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Merchandise trade (% of GDP),Transport services (% of commercial service exports),Transport services (% of commercial service imports),Travel services (% of commercial service exports),Travel services (% of commercial service imports)
East Asia & Pacific (excluding high income),-0.13181783338021613,-0.17893179960188382,1.1148541222845214,-0.5103462463156084,-0.6407725127086672,-0.19510949420875734,1.483613181023483,-0.08101901644255295,-0.2668419685612117,0.27216961596544975,0.1406481808346359,-0.260533520097119,0.005061492127147583,-0.158858061838672,-0.0799033902778691,-0.34768838293043464,-0.2197861890605166,-0.13172241427710477,-0.1589224908099296,1.190184640502295,0.031481430569626496,0.001253282293748165,0.22302144332783894,0.2789505436472364,-0.4925574660350194,0.04734187586381764,-0.07427484860358027,-0.33636409716149523,-0.23163015304147525,-0.6690096101518246,0.27655441257489466,-0.5784706862503786,-0.20475027359136186,-0.631724104406464,-0.7853096050267351,1.6007773611783382
Ecuador,-0.13263818072721367,-0.18008783128236888,-1.3198666976861113,-0.7703570427755797,0.662235021077751,-0.19835379423862973,-0.2954829497161143,-0.024814252043126976,-0.4381861970460534,0.2998103875162114,0.030127937723446258,-0.24272239994492686,1.1283212158388727,-0.277331026341593,-0.4658451562225674,-0.5254016876423933,0.01591806673505609,-0.37720971473100245,-0.1627211009005729,-0.2946160024462989,-0.09197301491002706,-0.7529660186232571,-0.4208170553907469,0.318483122256334,-0.6216817689020393,2.518227216262571,-0.6171797646681187,-0.3125209887870323,-0.4907793162249634,0.23743398426789142,0.26555119234763,-0.47879596032507854,0.20942604635957876,0.29256238463386997,1.160871853084156,0.2505171218573685
"Egypt, Arab Rep.",-0.1326013368323721,-0.18006145769396484,-1.2077857042798472,-0.43305496512461567,0.6237399011066546,-0.19834765137775354,-0.29153381526865496,-0.10817166278473667,1.9478985264166995,-0.09544877893135315,-0.6857885843766769,0.31580247307252884,-0.3518359929198538,1.828677648017045,0.07294296105135832,-0.09317121536874788,0.2596130210629053,-0.13938123359613816,-0.16266172941947551,-0.26655368854019357,-0.1157633042255098,0.9942253854138904,-0.055705391026702064,0.07273835130902963,0.6420447987452758,0.10131826009588908,0.004521338081465961,-0.01891894246643192,-0.3748073641335956,1.197228015802034,-0.9413517037862031,-0.7646955122133673,1.1267044196137905,0.668704304763235,0.5369264775180317,-0.5508107706566913
El Salvador,-0.1270366721617875,-0.18009189182911753,0.286460196631301,-1.1093211269862961,2.0515987531379283,-0.1983689179602652,-0.3037444729965076,-0.08950917628909552,-0.5736145964857168,-0.4658218166163612,-0.7965812421486947,-0.4733858284063178,5.707072258880847,-0.38799026253258717,-0.5235019370391338,-0.5265992113283406,-1.0055291297578526,1.409329340096639,-0.16273454030784135,-0.2999636543429737,-0.12322091757628319,-0.7555915811550379,-0.767654263127864,-0.22528510813082495,-0.6614045008262956,4.5488522550995345,-0.6412549904936083,-0.3855045757471442,-0.49233855575504737,-0.30210317733824715,1.107680798925849,0.16787536089260024,-0.26284084038116057,0.28177980383700774,-0.03790345207085176,0.009730904529759608
Equatorial Guinea,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.19836950452935204,-0.30430347169836236,-0.11416586188820775,-0.4249235276907575,-0.8827084511254664,1.0829972204384881,-0.46684806690547265,-0.1912237895968999,-0.3879723519984689,1.3992881936832724,-0.3999315910260148,2.13917271387915,-0.9201745572839136,-0.16274618975574,-0.30523892792595014,-0.12782417215814412,-0.549033450972784,0.6778651872047045,-0.4395961892639307,-0.1438774701928062,-0.4268334636125109,-0.10604331445325826,-0.40043751836325553,-0.0631292103575039,-0.05741735941798576,-0.7350356958103467,0.15981030089249926,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Eritrea,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.19837386742469476,-0.30656140660177,-0.09707499137356014,-0.4057633827325259,-1.1050800535320795,2.591442135410344,-0.4722073237983905,-0.5152342640832751,-0.16298557583725692,-0.5032342848426108,-0.5015916395499016,2.508311675450573,-0.9976675106321502,-0.16274807166507743,-0.3056070901492683,-0.12749832056849084,2.6341357474183367,-0.10353799214462876,0.20184420736527056,0.5879936494813193,-0.6418163723474926,1.955045970161284,-0.42652913519882235,-0.16857058121202204,1.1076552412209684,-0.8121695619213396,-0.4704672687822044,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Estonia,-0.13262984530317237,-0.18008575663310708,0.768769416164315,0.238190342498074,-0.9291039131930764,-0.19835952917155386,-0.2986625024745386,-0.11405260286399532,-0.43026506577602935,1.4319912571403945,-0.7633339272435261,-0.13048573356003582,-0.42937306069623665,-0.3294013367791764,-0.48490134188128187,-0.4981061237664642,-0.862542703471552,-0.8754818828082692,-0.16272666571261374,-0.296780696829665,-0.1220033110048084,-0.7703112039244301,1.6204329951740692,-1.1827971646161384,-0.17342358681106979,-0.6293761293480096,-0.6448921606960677,-0.4843708010478465,-0.48619790212272235,-1.1920991512759016,-0.8663694228945152,1.326690157103594,0.6416191051267437,-0.07420208982436523,-0.8857066317923749,0.23076476049165212
Eswatini,-0.13264372748980638,-0.18009488748140792,1.279971624269854,1.5890325385505186,-0.6634751133942635,-0.198372511962064,-0.3057192644336018,-0.11416586188820775,-0.5624741875124286,-2.3206214208421625,-0.8436354713930628,-0.4748077929203349,-0.5155714586371518,-0.388048135883128,-0.5224644092616677,5.48412120760989,-1.055009494368962,3.5650940968630844,-0.16274651832362433,-0.3048400284379836,-0.12782417215814412,-0.5598261542626548,-2.4950178123449733,-0.9011876936056539,-0.5987750547377421,-0.6129891082512983,-0.5323320885474628,-0.2526319446725672,5.645862040948879,-0.7527315205713896,3.441281087994316,0.662836169950791,-1.3338130978268596,-1.1098560704107363,-0.8588780718323696,-0.29929444250273884
Ethiopia,-0.1326356837248918,-0.18008512769462115,-1.3352172307831305,-1.126122201443857,-0.7158128254205989,-0.19837183146825685,-0.305374605796084,-0.1127632067948333,1.9223917463613271,0.007018715713919451,-0.38633886683246305,-0.24368976012170898,-0.49063317128192574,0.7420385705330678,-0.10721173322994385,0.46510147765798504,0.26537897739918515,-0.26078113568368483,-0.16273092115711554,-0.2979902682791693,-0.1273906437478329,2.01325139643955,-0.706331710037773,1.0215029904391442,0.41175221994351013,-0.6095814997576955,0.6081775792004089,0.6016383620912176,-0.3142612245609147,2.0633286442422683,-0.9187471081598363,-1.1112990684368342,4.201439735421815,2.3819509010009985,-1.1016801956963984,-1.0537371715373218
Euro area,-0.1291542343437964,2.9579727386755046,1.013464660404809,1.1280894392894556,-0.09675729890909811,4.271345623355732,2.1247005074076615,-0.10241403647411983,-0.3152448631443931,1.0828367686158205,-0.549905513038704,-0.16601236465972413,-0.24855272481309243,-0.14582403654977216,-0.4306765318523361,-0.43439238457330864,-0.40176412330925143,-0.8901362252587321,-0.1571237091472172,1.9809388862861077,-0.08735496593383928,-0.4207608399133466,1.0608636937751121,-0.7697719381336106,-0.22844998808855513,-0.4030849432437789,0.05424689370294107,-0.35442724664269065,-0.3718624746711396,-0.4036091652448236,-0.8859887527147137,0.28813562309058394,-0.08399673836842829,-0.8813352708466773,-0.9715726383178929,-0.28415566373478585
Europe & Central Asia,-0.12715626319188908,4.524732131113807,0.8877541426063554,1.0432990549333665,-0.1498804354251724,6.756042586818761,3.476696258282848,-0.1038840248836834,-0.2912388971906048,0.9827484396287488,-0.5156713605084201,0.025251420521611837,-0.2884739542615139,-0.11744191644697859,-0.3997019055954405,-0.4446543909700747,-0.36294350564045785,-0.8108118533790584,8.84272288213491,3.334828843880329,-0.0967970699664656,-0.45833063938797075,0.9867002093170872,-0.6892544742790581,-0.08033866071861054,-0.4119193725743258,-0.08460458670997767,-0.3400151999260049,-0.3795027970525607,-0.3644832722716527,-0.8335585441453291,0.15317186098188118,0.06018347068255611,-0.8788954423703631,-0.9723096963820131,-0.1630977980838737
Europe & Central Asia (IDA & IBRD countries),-0.13205758471526305,-0.1796546049110606,0.290055900641716,0.45037779037119163,-0.332797706220373,-0.19724215176499807,0.3092066850871555,-0.10093407429764147,-0.1453489674743786,0.43832037759340153,-0.3912232454462722,1.0485357080996498,-0.3897276008146317,0.17798202201897745,-0.3682379205679796,-0.45927012920586024,-0.1452461881862132,-0.38589189524609313,-0.16132877534796738,0.25891347675500687,-0.12371155453945716,-0.5208069055582243,0.5243800073924766,-0.3715479217918602,0.8593865919869678,-0.4135231378250173,-0.10536124836301183,-0.30609275531420665,-0.4427601921414071,-0.12847688763059698,-0.5023211180829723,-0.05529165561101127,0.9106277849255847,-0.5435501733191437,-0.6724290466689665,0.23538775331833836
Europe & Central Asia (excluding high income),-0.13238883575098684,-0.179940869108105,-0.5492175124377537,0.0778015157664861,-0.17586159663905832,-0.19799144276855807,-0.1013183156855019,-0.0874176955050537,0.2580053093080587,0.21044728708958413,-0.41130504598229134,1.023488880476614,-0.39656004341645934,0.7245449693045753,-0.29302821939387064,-0.4147601636828309,0.15597006960182336,-0.39629261875386257,-0.16216471249225253,-0.07516524144465421,-0.11963380609930115,-0.3344969284031023,0.3902615237097177,-0.40586012964601836,0.9808212378613688,-0.37063194436701175,0.3660727790529854,-0.2334518461094944,-0.43627378537642914,0.003433631725577798,-0.4595174375195079,0.0024529829869783686,1.1861178608829672,-0.028742413288006793,-0.07702787512123903,0.014892630779861174
European Union,-0.12856334529751168,-0.1764966124795948,1.0000347953587474,1.1231389186411094,-0.1729262254333702,5.1658238850290745,2.613914293397077,-0.10418031048105349,-0.3335390449489512,1.1115649793350153,-0.5729353151012959,-0.13161820782395495,-0.2713498422527866,-0.16282559894113183,-0.4381913052768592,-0.4431681561989436,-0.45425546501549013,-0.8758704498945745,-0.1559513188619745,2.4573098998506313,-0.08838808301508687,-0.46565390989996747,1.0966167296123048,-0.7802248554790444,-0.19713464640290615,-0.4307513827547776,-0.04438269173072745,-0.36648284177285445,-0.3863722159636027,-0.4659567630447153,-0.8749120955393446,0.3555468299690064,0.009243162249937662,-0.8377849109946909,-0.9797221152624939,-0.29206362560276794
Faroe Islands,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,0.0,-0.30590281818880305,-0.11416586188820775,-0.5696733461966853,0.9855150451337567,-0.2041392981122774,-0.3768733674781856,-0.3382279472803359,-0.378828557671445,-0.5273243303317844,-0.3472239936002242,-0.17851911668330026,-0.9777946265490903,0.0,-0.30506556390671086,-0.12745563513443417,-0.7734638700652304,1.3685523494752103,-0.6523610442479967,-0.5828785200045521,-0.5008449894631385,-0.6248887002227304,-0.506415108424792,-0.48659272338681686,-0.671709519076724,-1.0106954349592736,-1.9633109628286819e-16,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Fiji,-0.13264119686054107,-0.180093882935302,-1.4764319578740914,-1.0637666690331293,-0.04340514111379578,-0.1983734042469072,-0.30633585882393033,-0.11416586188820775,-1.3235410755619998e-16,0.3386570194985425,0.8710493765138566,0.0,0.0,1.1151273430981927e-16,-0.4770348425449141,1.159409522491695e-16,-1.0358301784323996,0.5228626895137289,-0.16274541247201366,-0.30444217588511996,-0.12782417215814412,1.0791251667921952e-16,0.8562637501679938,0.11747052505149766,0.0,-2.509404064243826e-16,-7.831766527177669e-17,-0.19822259747580262,0.0,-1.383380078267854,0.1595669188611513,0.31572573519753566,0.9017747642783391,1.3150668591633143,0.9841156228896221,-0.23385116787781762
Finland,-0.13258140231201798,-0.1800345210034727,1.8472978222672933,1.7260387332357552,-0.5326419177285839,-0.19830670388300886,-0.27023593152767755,-0.1122738223087723,-0.4120186704921973,1.0859364929276405,-0.4654600179441444,-0.21609173446534535,-0.29123619884121865,-0.21708185015192336,-0.4240999552389905,-0.45571730394106597,-0.3815544468175982,-0.9110298715365145,-0.1626583885706517,-0.2690382708683185,-0.1278136291792059,-0.7632013912650413,1.7001726518256017,-1.1954244926786306,-0.5725613999253228,-0.5122089322299205,-0.6373619657873243,-0.4756794033943308,-0.47810944174588205,-1.1309686089967006,-1.0070588227797233,-0.1085856440904319,-0.4257953738379192,-0.958830448590636,-1.2168915785801824,-0.691189890944301
Fragile and conflict affected situations,-0.13252766254241707,-0.17984248182138163,-0.031266217656789025,-0.8247097974480075,0.3803191532225644,-0.19806538107268593,-0.13302932252584518,-0.1105907791013581,-0.037009776098393926,-0.4696465759878889,0.30904780276523514,-0.05636884764383292,-0.41054178813771,-0.038166456980921894,0.7203927050360066,0.06025018042534118,0.8497993569164243,-0.24004870137861836,-0.16232638656377335,-0.13254775458028775,-0.11282543742031514,0.18196199463731755,-0.4572266181834297,0.3662167207773458,0.829674691069592,-0.3236376537837731,0.3410202429354017,0.09435456549062657,-0.03936562671755032,0.8056708389127816,-0.1618797364950346,-0.604361492568697,0.4391608244951016,0.05282705538891841,-0.3220159214841611,0.7372132607933828
France,-0.1321221340245161,-0.17964371332159987,1.0721977989415186,1.2759355420932965,-0.06839523291450592,-0.1978486063178367,-0.020144850644874337,-0.1111128826169,-0.09553751844316985,0.9899003398460315,-0.5287486893274878,-0.2576010363049982,-0.25007387684307697,0.06154990249865467,-0.40004486073687817,-0.3977046552876358,-0.23985894026698423,-0.9282666560879327,-0.16194615392940442,0.020883969278766013,-0.1171574783150942,-0.23943023770973354,1.2267113870932684,-0.9685183296736715,-0.3343834999400615,-0.5150648939841043,0.3496843200748236,-0.35938597567155783,-0.37907757949032894,-0.5838391481466523,-0.9231050987429241,-0.38791190238242423,-0.3851275962454807,-0.985664218654892,-0.9051134782399064,-0.35204030075780157
French Polynesia,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.1983742329944396,-0.3066622106873462,-0.11416586188820775,-0.577450700622586,1.554245718135717,-0.6581023916648977,-0.4678403886696298,-0.5081361087637708,-0.3904322928867038,-0.5263051838472547,-0.5203768739618273,-1.0497244889650041,-0.8475621876723028,-0.16274618730374085,-0.30469783964701963,-0.12738889485543103,-0.7542422487773369,0.9993657138244404,-0.1126465224578762,-0.5410717865271738,-0.5565438648848613,-0.5784248864042691,-0.45345363479974765,-0.4804943099632462,-1.3782168925083411,-0.007146070665581797,-0.6062176072450874,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Gabon,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.1983672521777251,-0.3028290167614098,-0.11416586188820775,-0.4633950063182752,-1.5857142487405071,1.7769819069064707,-0.4205232125600774,-0.45832975240732743,-0.3000048973075309,-0.3868451742289019,1.1097861611011453,1.7456073141235464,0.23064613416111324,-0.16274401483250572,-0.30384337467853145,-0.12664378755304792,-0.44158474598548425,0.17545596693869478,-0.18525592830079388,-0.2192882332009648,-0.18220152212309718,0.04045843461864425,-0.28333104973480205,0.25565171048017876,0.34980339968101265,-0.5018368605964247,0.26581679697800753,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
"Gambia, The",-0.13264347859512493,-0.18009498723922646,-1.3628125196781202,-2.151002968554532,0.6852161516853784,-0.1983742329944396,-0.3067192376364439,-0.11416586188820775,-0.48570379877002284,-2.3187685140736605,0.29234977585835487,-0.37877653763407254,-0.48263679123739583,-0.34166786164304386,-0.015285474540629795,3.7087105379064367,0.45966363905878005,2.2117422324975693,-0.1627480030091016,-0.3055092965272391,-0.12782417215814412,0.03458738157406844,-1.5344564079858378,-0.12587684836109056,-0.06359637403972254,0.9904572702632198,0.7417554861509131,1.2130834908345707,1.0169509876716978,2.0223243857476065,0.05507885513632456,-0.4829182431663898,-0.009037730591089756,3.0175131277356098,1.4329210617872774,-1.2300653270313815
Georgia,-0.13263593618641217,-0.18009126851529172,-1.448377237875112,-1.6286131843955332,-0.24883488519223382,-0.1983708581503216,-0.3048112369988404,-0.11282625778233096,-0.37587967947040235,-0.7013258927555541,-0.5302146730964449,5.045064281334068,-0.4395950226128646,-0.07997522492008668,-0.5149708514412619,-0.5121024915588824,-0.5514045455786871,1.2736711163539056,-0.16273709529094185,-0.30099754821616836,-0.12782417215814412,-0.5118307556546953,-0.4059490167790418,-0.7574801770613411,4.701408721947914,-0.3427138036935985,0.19884805170050604,-0.4629980207021013,-0.4793664802535162,-0.4887796423831612,0.8519273897003959,0.4543329387243893,0.17642022680638034,1.5212101590228604,1.3710841017315163,0.28849722272017964
Germany,-0.13201109062584782,-0.1794666730084596,1.1221370732246163,0.9310985863002225,-0.2282644268470861,-0.19700285933189837,0.4443110475618195,-0.11126215602729259,-0.40129859655577327,0.9693466797554138,-0.3589185132308183,-0.14905285166015667,-0.21339096725264256,-0.25887047170268446,-0.4236339716997978,-0.4620322387357701,-0.26416495852645305,-0.8831918996056799,-0.16123590785945702,0.31120783374208677,-0.10841081115842191,-0.6603657224228844,1.2149891607705174,-0.8010332076134502,-0.296548976613051,-0.46180610802177,-0.3639492341642235,-0.37464630585079745,-0.40442289880999394,-0.5845844907957866,-0.9097690623992657,0.26864215962751925,0.13314761746773032,-0.8932847315950837,-1.3380361786506867,0.02079764135156622
Ghana,-0.13262654319783468,-0.18007708801849745,2.3420085864349964,2.5947004593665706,-1.0798124693348172,-0.1983599278912,-0.29827912886695557,-0.11416586188820775,-0.15527399982798923,-0.5993961450541344,0.2412976513125141,-0.35333422627594185,-0.49816905677871826,-0.34970011242981913,0.86502986537427,0.6043823463097294,0.9197481054664719,-0.15461075692181164,-0.1627323224746222,-0.30052640558926497,-0.12782417215814013,-0.022527397262851034,-0.48448605759310737,0.4573110644076691,0.21564389853183166,-0.31805198516051375,-0.06248321533136552,0.2256536168180639,0.21646522787401704,1.2898063602295815,-0.5305030746090901,-0.4561692285503119,-1.1101545945263007,-0.7578170688410201,-1.2103970634827617,-1.6773757473787303
Gibraltar,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,0.0,-0.3066291761620238,-0.11212789162183665,-0.542194402810391,1.4172295204101566,-0.8441908602188499,-0.4723174847215423,-0.47964409377063233,-0.36288704629064095,-0.4818363602000362,-0.1539078603648234,-0.684749940988319,-1.0174279042172887,0.0,-0.30126297959192255,-0.12782417215814412,-0.6115264870292281,1.2759729772975683,-1.5487834779912535,-0.41910721678123414,-0.6534567091214274,-0.25129655978697674,0.9404146959590115,-0.4352411819365928,-0.6144565519682965,-0.9529687911488771,-1.9633109628286819e-16,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Greece,-0.1325654673632217,-0.18006032214603027,-1.169887099610381,-1.2479542387906364,-0.006248742485646428,-0.19833944953967467,-0.28757544143739605,-0.0969578004594756,0.35824496275981627,0.4619653768927697,-0.6436562767774148,1.0278348163902185,-0.3726855749850715,0.7744259948046346,-0.477646864430178,-0.4314702925537075,-0.16606066045955412,-0.3944879639488639,-0.16267228159776045,-0.27457023742451775,-0.12696622806973365,0.8696525042069903,0.41939161356299776,-0.8663311381033073,0.7155861086846365,-0.5137144400972555,3.4804171448966907,-0.41087887346909463,-0.41227231694289973,0.07706394510462883,-0.5530083820661937,-0.294922056736974,1.7408317722493367,1.957822693295892,0.16390306539752403,-0.7631107367623337
Greenland,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.19837359485883965,-0.3063047232181029,-0.11416586188820775,-0.5772688016764432,1.5918254768525637,-0.8328867631439091,-0.17124966665280272,-0.5145051643419888,-0.3904088628703666,-8.551967139813497e-17,-0.5284489295726392,-1.0473735579658896,-0.8924091521442528,-0.16274755551925915,-0.30519059030131646,-0.12742694071982447,-0.7791693756784913,1.9961227279655798,-1.4915979582269827,-0.695766171939577,-0.6479567654577404,-0.6368866291586447,-0.4975082493924746,-0.4941471749711385,-1.4844745284460994,-1.050486443185905,0.03874843150079683,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Grenada,-0.13264276972904618,-0.1800947439596588,-1.4514910291389733,0.9957989041523222,0.34722020773657647,-0.19837432415666814,-0.30672382379920776,-0.11416586188820775,-0.5758334110321055,0.7570564607172975,-0.835204404978241,0.0,2.1998304807425435,1.1151273430981927e-16,-0.5127918045348538,-0.5135204474427946,-1.0290699215822883,0.04087223193196144,-0.16274817587504076,-0.3055340041804676,-0.0881197468417531,-0.7608058214671498,1.320199979155918,-1.1695902358591266,-0.590856567266789,0.4361190041610087,-0.6444199097971334,-0.4433377573502436,-0.4651937876814728,-1.1074450560571214,-0.5979292316476469,-0.46128885879316145,-1.2941802426124447,-0.14666793293498512,2.2309473591837743,-1.167945694421877
Guam,0.0,5.15990684636956e-17,0.0,-4.813682168218321e-16,0.0,-0.19837432599832933,-0.30664561026498793,-0.11182606680911103,-0.5746970706788717,-1.9602360278145168,3.804819071513304,-0.4753644589942999,-0.4923132531618011,-0.3862758015527941,-0.5272002337110495,-0.5283548526339782,-1.0517953376556817,3.1521052916069245,-0.16274747705528678,-0.30527093605637234,-0.12782417215814412,1.0791251667921952e-16,1.4305021989916589,-0.6152072822179852,-0.6665385091177237,-0.6233858762650739,-7.831766527177669e-17,-0.5180226768433004,-0.49516701428645715,-1.5295308901209705,-0.3712364654679101,-1.161223692803597,0.0,-4.969718693565033e-16,3.1603218074318165e-16,0.0
Guatemala,-0.132637531178313,-0.1800893032093121,0.7400588015035899,-1.1714522769271394,1.1009868113888792,-0.19836406518304778,-0.3011022909079776,0.04049787409618846,-0.23716495403101823,-0.29788598420946866,-0.7316743202574756,-0.4401926989228365,4.606450116123936,-0.302791673882733,-0.4245167093009779,-0.4310747654718946,-0.748072013659049,0.9798881182089872,-0.16272438903141526,-0.2958200915299018,-0.030523680032017424,-0.7444211314444393,-0.2334140696902423,-0.51263328099385,-0.6481316584869912,3.4926281650863706,-0.6416267203947452,-0.3310756940423876,-0.4865736393875249,-0.5130036933838525,0.6696493749212137,-0.5196911078273092,-0.49919188984417295,0.8353127176314697,-0.3443041545296421,-0.09988032644256586
Guinea,-0.13264367200948496,-0.18009376277682973,2.517740822108306,0.18676577296979088,0.7256201834540977,-0.19837072278822462,-0.304881009910732,-0.11416586188820775,0.04120513752098924,-1.09690241486287,-0.08996176092119704,-0.26671043546289375,-0.5151667573843003,-0.3603856929911044,0.44792330136003256,1.9860953617486774,0.37351451678554604,0.8986350736750803,-0.16274451013633134,-0.30389734231372845,-0.12782417215814412,0.6167035348505225,0.0384466785905024,0.014397312115742543,-0.3363495518924587,-0.5074329021856142,0.39798150463682097,0.574757328046388,-0.10526888418641588,0.8569486535905156,-0.7658622673233909,-0.10755353218868692,-1.4075467695778718,1.1683241510019506,-1.4138736005858192,-1.8872484808533867
Guinea-Bissau,-0.1326437675993508,-0.18009489177123117,0.5646962566546845,-1.4429326226391446,-0.7107035256412038,-0.19837412617809097,-0.3064506872662964,-0.11416586188820775,-0.4714802028895648,0.08624094599495281,0.03209576729991863,-0.46215181255398596,-0.494491447375035,-0.3878983036552822,1.0427689453272881,-0.21609194744211332,0.7465232167278756,-0.780038120889667,-0.16274829234499974,-0.30566760924256964,-0.12369710481434512,-0.4519373206376153,-0.5099530173339362,-1.0197532358737242,-0.4790203698419832,-0.4392150146598413,-0.10333965760496722,1.2978776472896139,1.4619894423131634,0.22316764713823378,0.3806392712838071,-0.5341986794838844,-1.4790030652922608,-0.2052191171076144,0.20439368798751964,2.2400255949807133
Guyana,-0.13264345649218962,-0.1800924365727362,2.1716958219658737,2.006203247065244,-0.3481926087580736,-0.19837291252337133,-0.30599104553205514,-0.11416586188820775,0.12107373984182981,0.8490588786229959,-0.35626674424557137,-0.45893804794141657,0.19039234552138865,0.10643564496076213,-0.46635739577109836,-0.48420104544997983,-0.26751633950487336,-0.7431712054783373,-0.16274381131657736,-0.30376271414224404,-0.12781454308722814,2.291871647778924,-0.1007298990258474,-0.8952620167967604,-0.41266783072732494,-0.19162367895590013,8.19585651033433,-0.43266725766744946,-0.2726363312891454,1.1595392735383245,-0.8582632119025027,1.3628213696784184,-1.4026768121727566,-0.4409054164120844,-1.301054089359289,-1.690269546250472
Haiti,-0.13264297949741402,-0.18009414827931222,-1.4477645373374526,-0.9254678786146975,-1.1061973681496573,-0.19837324862653724,-0.306104815690681,-0.11416586188820775,-0.5423512819429578,1.4194489651705937,-0.7885317516437644,-0.46781146698808407,-0.000660925218273889,-0.3561914370937713,-0.4095886263022078,-0.5225614920816111,-0.9112927678622493,-0.8177164529749561,-0.16274363722463867,-0.30473593853727754,1.805846636112334,-0.7542153614109217,-1.0743358697691292,1.3659754912821955,0.1532998663769436,1.489659845858414,-0.6132102169032678,-0.2973068325767206,-0.48837400718804996,1.496118379656756,-0.1610105895723607,-0.6409594267859027,-1.4593942174043857,1.9122712260155565,2.2295098100729085,-0.5745155345411109
Heavily indebted poor countries (HIPC),-0.1325689953994767,-0.17999289014052386,0.09015559046162079,-0.3807334556884575,-0.13986531358631923,-0.19824751105092334,-0.24065196049066734,-0.10198742120304526,0.24540763923238257,-0.566388746500202,0.052689606891487,-0.35247886375765797,0.06381160187827453,-0.17843409181174819,0.297204819920262,0.7835467724164801,0.46078486818751935,0.21646609046753912,-0.16250875654933186,-0.21443139662105093,-0.10215549861319927,0.5311283171362089,-0.8982268832351352,0.16136956877725814,-0.024626446025354305,0.2093954088571427,0.5464649730176214,0.3824051532494328,0.7297760383705836,1.0025911835493682,0.1749875816793849,-0.49589086261636556,0.2192389548852769,1.1337496351856235,-0.1053081002456436,-0.7813126413071483
High income,8.918912472375874,7.428672774296018,0.7483681948671712,0.8305201788424189,0.250623880974435,0.0,5.957419999729284,-0.09951585527941703,-0.29766030732863663,0.5197903311561543,-0.03015055441354328,-0.17558247488991682,0.09618920975857628,-0.19298427312692867,-0.2926181534217356,-0.445777861878699,-0.17008572489248167,-0.4565056057208081,0.0,6.153652350654356,-0.09253560783564402,-0.32078430602098934,0.4169200387329885,0.03616394915771636,-0.3547353409482394,0.10405365800448518,-0.2048853004495894,-0.27515097590451215,-0.38778164184332925,-0.0035578985632434097,-0.48579990495716724,-0.3562445144961873,-0.051294187159561695,-0.8677259528772862,-0.8771284665339638,-0.11429134763693614
